,source_file,_dataset,_parser,_model,_errors,_file,petitioner,_score_petitioner,petitioner_type,_score_petitioner_type,other_party,_score_other_party,adm_review_docket,_score_adm_review_docket,ra_docket,_score_ra_docket,address,_score_address,apartment,_score_apartment,determination,_score_determination,ra_determination,_score_ra_determination,par_filed_date,_score_par_filed_date,ra_order_issued,_score_ra_order_issued,ra_case_filed,_score_ra_case_filed,issue_date,_score_issue_date
10,AW410038RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
11,AV410009RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
12,AW410039RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
13,AW410037RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
14,AW410022RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
15,AT610037RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,AW430009RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.83,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
17,AX110003RP.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.913,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
18,AW420039RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
19,AW420044RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
20,AW910041RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
21,AW430040RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.877,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
22,AX210003RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
23,BA710113RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
24,BA410195RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
25,BA710144RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
26,AX210001RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
27,AX610002RP.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
28,BC520356RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
29,BB210189RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
30,BD410044RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
31,BD410353RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
32,BD420134RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
33,BC810132RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
34,BE810289RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
35,BF110226RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
36,BE430044RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.859,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
37,BE430349RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,BE430192RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
39,BF230201RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
40,BF110307RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
41,BB410838RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
42,BF410028RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
43,BF420191RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,0.892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,BF410318RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
45,BF210097RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
46,BF730124RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
47,BG110304RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
48,BF130113RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
49,BF430191RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,BG130068RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.934,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
51,BG210186RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
52,BG210326RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
53,BH410015RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,BG210400RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,BG410272RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,BG130039RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
57,BH130125RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
58,BG410106RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
59,BH410024RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60,BH410301RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
61,BG610242RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,BH110066RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
63,BH410290RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
64,BG910281RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,0.949,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
65,BH430026RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
66,BH410310RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
67,BH420308RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,0.0,0.0,0.0,0.225,1.0,0.952,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
68,BH610119RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
69,BH410347RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
70,BH610050RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
71,BI110060RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
72,BI130150RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
73,BH430049RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,BI210231RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
75,BI410279RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
76,BI110091RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
77,BI410173RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
78,BI110154RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
79,BI410106RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.073,0.0,0.0,1.0,1.0,1.0,0.958,0.0,0.832,1.0,1.0,0.0,0.583,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
80,BI410315RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
81,BI710024RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
82,BI410109RO.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
83,BJ410279RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
84,BK110188RT.pdf,par_simple,datalab,claude-haiku-4-5,0,datalab_claude-haiku-4-5_run1.json,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
